cpf;nome;Sigla
3121;JOENE HENRIQUES DE FIGUEIREDO;PMN
3122;SEBASTIÃO DE MESQUITA SILVA;PMN
3123;FRANCISCO ALVES DE SOUSA;PMB
3124;JOSÉ DE RIBAMAR DA SILVA PASSOS;PSOL
3125;RICARDO ROCHA DE OLIVEIRA;PATRIOTA
3126;ARLETE FERREIRA RIBEIRO;PV
3127;GENILZA MEDEIROS DE CASTRO;REPUBLICANOS
3128;JOSÉ NILSON PRAXEDES;AGIR
3129;ELISABETE NATALI ALVARENGA;PSC
3130;PRISCILA BRUNETTO DE ARAUJO;PSD
3131;PRISCILA GONÇALVES IEIRI PARRA;NOVO
3132;PRISCILLA BERNARDES AIRES PEDROSA;PSOL
3133;ADRIANA VASCONCELLOS VIEIRA DE OLIVEIRA LUIZ;MDB
3134;JOSÉ AMARO DA SILVA;AVANTE
3135;BUDGA DEROBY NHAMBIQUARA;REDE
3136;APARECIDA DA GRAÇA CARLOS;PT
3137;HELIO JOSÉ DOS SANTOS;PP
3138;JOBERT ALEXANDRINO;PODE
3139;MARCOS VINÍCIO BILANCIERI;REPUBLICANOS
3140;ROSÂNGELA HERNANDES AZEVEDO;PMN
3141;VICTOR MORAES FILHO;PODE
3142;WALTER PEREIRA FERREIRA;REPUBLICANOS
3143;AHMED TARIQUE TOMBOUCTOU AGIO;PTB
3144;ANGELA DONATIELLO LOPES;UNIÃO
3145;CHRISTIANE GRACE GUIMARÃES DA SILVA;PT
3146;FERNANDO MARTINS;NOVO
3147;RAFAEL TURRINI PURGATO;PDT
3148;SERGIO ANTONIO;PTB
3149;SÉTIMA MARIA VIEIRA DE ARAUJO;SOLIDARIEDADE
3150;ANTONIO BERALDO ALVES;PTB
3151;CARLOS ALBERTO VIDAL TONON JUNIOR;PTB
3152;MARIA JOSÉ DA SILVA BEZERRA;PSB
3153;ANA CLÁUDIA MESQUITA ROCHA;PMN
3154;CAMILA GODOI DA SILVA RODRIGUES;PSB
3155;JOCELY RAMOS DOS REIS MARCO;PSB
3156;JULIANA SOARES DO NASCIMENTO;PT
3157;LAÍS HELENA ANTONIO DOS SANTOS ALOISE;PSB
3158;MARIA SALETE MARINI;PSB
3159;SUZETE CHAFFIN;PSOL
3160;VALMARA CRISTINA DE PAULA CAMARGO;NOVO
3161;AGLIBERTO DO SOCORRO CHAGAS;UNIÃO
3162;AHMAD ABOU ADILE;DC
3163;ANTONIO TARCIDO MARQUES FERNANDES;PRTB
3164;AUGUSTO CÉSAR CORREA NETO;UNIÃO
3165;AIRTON DOS SANTOS;PSC
3166;GERALDO CARDOSO DE JESUS;PROS
3167;CASSIO EDUARDO FONSECA;PMB
3168;CÍCERO JUSTINO DA SILVA;PDT
3169;FABIO DA SILVA VIANA;PMB
3170;FERNANDO DE SOUZA;PSTU
3171;ARJUNA DE HUR FRAGA DE ASSUNÇÃO;PROS
3172;GILSON MOREIRA;PTB
3173;GILVAN DE ANDRADE GAIA;PMB
3174;HAMILTON ALVES FERNANDES;PROS
3175;JANDER CAVALCANTI DE LIRA;PSD
3176;JHONY ANTONIO BARBOZA;PDT
3177;JOEFERSON FACCIN JOSÉ DE ALMEIDA;PSOL
3178;JUVENIL BATISTA LOPES;PSOL
3179;JUSTINO DIOGO DOS SANTOS;PSOL
3180;LUCAS ANTONIO NIZUMA SIMABUKULO;PSTU
3181;LUIS RENATO PINTO DE OLIVEIRA;PMB
3182;MARCELO ALVES DE CARVALHO ALMEIDA;PSD
3183;MARCELO FUSCO;UNIÃO
3184;MARCELO LOPES;PRTB
3185;MARCELO GOUVEIA NASCIMENTO;SOLIDARIEDADE
3186;ROGERIO JACOMO MICHELETTI;PRTB
3187;WAINES MOREIRA ALVES;PSB
3188;OZÉIAS BATISTA DOS SANTOS;AVANTE
3189;RAFAEL CASTRO KOCIAN;REDE
3190;RICARDO MARCILIO MONTEIRO;CIDADANIA
3191;ROBERTO FRANCISCO DA SILVA;PMB
3192;ROBSON CRISTIANO DE SOUZA;AVANTE
3193;ROMULO ORNELAS DE OLIVEIRA;PT
3194;RONALDO RODRIGUES DOS SANTOS;PSOL
3195;ANTONIO BIAGIO VESPOLI;PSOL
3196;VANIL ALVES DOS SANTOS;PATRIOTA
3197;VITOR LUIS ARTIOLI KUNDRAT;NOVO
3198;WAGNER ALVES DE LIMA;AGIR
3199;WAGNER DE MELO ROMÃO;PT
3200;ANA CRISTINA DA SILVA COSTA;REPUBLICANOS
3201;ANETE DÁLIA SEABRA SAMPAIO DE SOUZA;PROS
3202;MARIA IZABEL AZEVEDO NORONHA;PT
3203;CELIA APARECIDA DA CRUZ OLIVEIRA MENEZES;MDB
3204;EDILZA DE SOUSA MATSUSHITA;PSDB
3205;ÉRIKA FERNANDA CÂNDIDO;PSOL
3206;EVELYN CRISTINA FERREIRA PAULA;PDT
3207;FERNANDA ALVES DA SILVA;UNIÃO
3208;JACI SABINA DE LIMA MATTOS;PSOL
3209;JAQUELINE MONTEIRO DE CARVALHO BARRETO;UNIÃO
3210;JÉSSICA MARQUES RIBEIRO;PSOL
3211;JOSELI ELVIRA CAVALHEIRO;PSB
3212;KARINA CARLA DA SILVA;AVANTE
3213;LIDIA FREITAS DO NASCIMENTO;PSC
3214;LILIAN RENATA GARCIA VIEIRA MEDEIROS;PTB
3215;LUCIMARA SILVEIRA MANHA;SOLIDARIEDADE
3216;MARIANA ROSSETO SANTOS;PT
3217;NELSA FLORINDA DE QUEIROZ METZLER;PSDB
3218;MARIA NILVA SEVERINO GONÇALVES;SOLIDARIEDADE
3219;SANDRA MARIA DOS SANTOS;PDT
3220;SILVANA MARQUES MONTEIRO;NOVO
3221;VALDINEIA MEIRA MOTA;SOLIDARIEDADE
3222;VALÉRIA APARECIDA COSTA TORRES;PSD
3223;VÂNIA CRISTINA DA SILVA;NOVO
3224;DOUGLAS VANDERLEI AUGUSTO;PSC
3225;JOSÉ RONALDO GOMES DA SILVA;PSB
3226;MARILDA DE SANTANA GIRON;PSC
3227;MARCUS VINICIUS DE ALMEIDA FERREIRA;MDB
3228;VICENTE PAULA RIBEIRO;PL
3229;RAFAEL COSTA AMADEU;PDT
3230;RAFAEL GUSTAVO BERNARDO;NOVO
3231;RAFAEL ZAMPRONIO DA SILVEIRA;PSB
3232;RAFAEL FERNANDO ZIMBALDI;CIDADANIA
3233;RAFAEL BERNARDO FERREIRA SANTOS;REDE
3234;RAFAEL ELIAS MACHADO PEREIRA ANTUNES;UNIÃO
3235;RAFAEL MORENO SOUZA SANTOS;PMB
3236;RAFAEL PINTER;NOVO
3237;RAFAEL SARAIVA GAIA;UNIÃO
3238;RAFAEL ANTONIO DA SILVA;PSD
3239;RAFAEL RIBEIRO ZUCCO;PL
3240;RAFAELA KOBAL FERNANDES DE CARVALHO;UNIÃO
3241;RALFI RAFAEL DA SILVA;REPUBLICANOS
3242;ANTONIO DE SOUSA RAMALHO;PSD
3243;RAMILSON DE FREITAS PEREIRA;PDT
3244;RAMON FERNANDES FAUSTINO;PSOL
3245;RANGEL RODRIGO DE FIGUEIREDO BONELLI;PRTB
3246;RAPHAEL GOZUEN CAMARGO;AVANTE
3247;RAQUEL DE PAULA;PSTU
3248;RAQUEL TOIAN DOS SANTOS;PMN
3249;RAQUEL FERNANDEZ VARELA;REDE
3250;RAUL BETIOL;PATRIOTA
3251;RAUL MARCELO DE SOUZA;PSOL
3252;RAUL VICENTINI;PSD
3253;RAIMUNDO LUSTOZA LUCAS;SOLIDARIEDADE
3254;ROBERTO CARLOS DE ALMEIDA;PTB
3255;RAI SAYLON DE PAULA RIBEIRO;PDT
3256;EDNALDO DOS SANTOS PASSOS;PL
3257;REGINA CELIA BENTO CATHARINO;UNIÃO
3258;REGINA CÉLIA GONÇALVES DOS SANTOS;PSOL
3259;IOLANDA REGINA ALVES FRONTEROTTA;PTB
3260;REGINA DE MATOS COELHO NOGUEIRA;SOLIDARIEDADE
3261;ELIS REGINA NOGUEIRA RODRIGUES;PMB
3262;REGIS LEANDRO YASUMURA;PL
3263;JHONATAN WILLIAM OLIVEIRA DO NASCIMENTO;PDT
3264;REINALDO BRIGIDO DE SOUSA;UNIÃO
3265;PAULO BATISTA DOS REIS;PT
3266;REJAINE TEREZA DOS SANTOS MARCHESINI;REPUBLICANOS
3267;RENAN DIAS DA MATA;PSC
3268;RENATA TEODORO DA FONSECA;SOLIDARIEDADE
3269;RENATA ROSA DE SA BOAVENTURA;PRTB
3270;RENATA FALZONI;PSB
3271;RENATA GOUVEA;PATRIOTA
3272;RENATA APARECIDA MORAIS DE VASCONCELOS;AVANTE
3273;RENATO DE SOUZA BATTISTA;UNIÃO
3274;RENATO SABINO COLOMBANO;PSD
3275;RENATO MORENI AIRES DA SILVA;PT
3276;RENATO DE OLIVEIRA ZUCOLOTO;PP
3277;RENÉ VICENTE DOS SANTOS;PC do B
3278;PEDRO JOSÉ DE PAULA;PDT
3279;REINALDO MARTINS;AGIR
3280;RICARDO ALVAREZ;PSOL
3281;RICARDO BORGES DE OLIVEIRA;AGIR
3282;JOSÉ RICARDO DA SILVA;PMB
3283;RICARDO JOSÉ LEMES;PV
3284;RICARDO DE FARIA SILVA;PSB
3285;RICARDO LONGATTI FRANÇA;PODE
3286;RICARDO DE SOUZA GENOVEZ;SOLIDARIEDADE
3287;RICARDO PELISSARO LOQUETE;PROS
3288;RICARDO ROSSI MADALENA;PL
3289;RICARDO MOLINA DIAS;REPUBLICANOS
3290;CELSO RICARDO DE MOURA;PROS
3291;RICARDO AUGUSTO PEREIRA;PATRIOTA
3292;RICARDO DOS SANTOS SATURNO;PSC
3293;RICARDO AZEVEDO DA SILVA;PRTB
3294;HENRIQUE DE ALMEIDA BASANO;MDB
3295;MARIA RISOLETA ESTRELA DOS SANTOS;PTB
3296;RITA VALÉRIA ALVES;PSC
3297;RITA DE CASSIA RAMOS ORIGUELLA;AVANTE
3298;RIVANDA OLIVEIRA RIELI;PSB
3299;NIELTON CARVALHO DE MATOS;PMB
3300;ROBERIO DOS SANTOS BENEDITO;PMB
3301;ROBERTA MARIA GONÇALVES FRANCESCHI BOTION;PSD
3302;JOSÉ LUIZ BONITO;PMB
3303;ROBERTO TURCHI DE MORAIS;CIDADANIA
3304;ROBERTO LUIZ DO NASCIMENTO;PMN
3305;CARLOS ROBERTO BATISTA DOS SANTOS;PSC
3306;ROBSON ALEXANDRE DE OLIVEIRA;SOLIDARIEDADE
3307;REGIANE ROCHA;PL
3308;EDSON GOMES DA ROCHA;PSD
3309;RODRIGO CESAR REGORAO VERONEZI;UNIÃO
3310;RODRIGO ANTUNES DE LIMA;PCO
3311;RODRIGO ALMEIDA PASSOS;PSB
3312;RODRIGO CAPEL;CIDADANIA
3313;RODRIGO LUIS DE BARROS ALMEIDA;UNIÃO
3314;RODRIGO SALOMÃO JUNQUEIRA;PATRIOTA
3315;RODRIGO MOLLER;PMB
3316;RODRIGO AUGUSTO MORAES;PL
3317;RODRIGO BRUNO NAHAS;NOVO
3318;RODRIGO FERNANDO NOVELLI;REPUBLICANOS
3319;RODRIGO RODRIGUES PEDROSO;PTB
3320;RODRIGO ADRIANO DA SILVA;UNIÃO
3321;RODRIGO REY RODRIGUEZ;NOVO
3322;RODRIGO FIRMINO ROMÃO;PC do B
3323;JORGE RODRIGO VALVERDE SANTANA;PT
3324;ROGÉRIO MACIEL MONTEIRO JUNIOR;AVANTE
3325;ROGERIO GUEIROS DE ARAUJO;DC
3326;ROGÉRIO MARTINIUC DE OLIVEIRA;PMB
3327;ROGERIO NOGUEIRA LOPES CRUZ;PSDB
3328;JOSÉ ROGERIO SOARES DOS SANTOS;MDB
3329;ROLGACIANO FERNANDES ALMEIDA;UNIÃO
3330;ROMEU SÃO MARCOS ESCANHOELA;NOVO
3331;ROMILDO ANTONIO DA SILVA;PT
3332;ROMILDO DE PINHO CAMPELLO;PV
3333;ROMILDO VIRGÍNIO DOS SANTOS;PSD
3334;ROMULO CESAR FERNANDES;PT
3335;RONALDO FORMIGAO;UNIÃO
3336;RONALDO GALDINO DOS SANTOS;PMB
3337;RONALDO ELIAS MARIANO;PMB
3338;RONALDO SEGALA;PMN
3339;ROQUE BARBIERE;AVANTE
3340;ROSANA APARECIDA BRANQUINHO;MDB
3341;ROSANA DE ANDRADE MARQUES;PRTB
3342;FRANCISCA ROSANA MONTANHER;AVANTE
3343;ROSANGELA LOURENÇO BRITO SOUZA;PMN
3344;ROSANGELA SALVIANO POLIDO VAZ;PRTB
3345;ROSANGELA DA SILVA SCARPINELLI;UNIÃO
3346;ROSANGELA DA SILVA BATISTA;AVANTE
3347;MARIA DO ROSARIO ALMEIDA;PTB
3348;ROSEMEIRE RIBEIRO;CIDADANIA
3349;ROSELEI APARECIDO FRANÇOSO;MDB
3350;ROSIMEIRE SANTOS CESCHINI;AGIR
3351;ROSIRENE DE JESUS SANTOS;PSC
3352;ROSIVALDO DE JESUS SANTOS;PSOL
3353;JOSÉ CARLOS ROSSI;PSD
3354;ROSYMEIRE DE SOUZA LEITE RODRIGUES;PTB
3355;ROY NELSON PINTO;PL
3356;ROZANA FONSECA BARROSO DA SILVA;PC do B
3357;RUBIA MARA DA SILVA OLIVEIRA;MDB
3358;RUBENS CESTARI CAMPOS;PODE
3359;RUBENS DE SOUZA;SOLIDARIEDADE
3360;RUBI CRUSE;REPUBLICANOS
3361;RUBENS LOBATO PINHEIRO NETO;UNIÃO
3362;RUI ALVES SOUZA JUNIOR;REPUBLICANOS
3363;RUI ALVES BRUM JUNIOR;PATRIOTA
3364;RUTE COSTA SOBRINHA;REPUBLICANOS
3365;CARLOS ALBERTO DE ZAGOTTIS SAAD;PROS
3366;SABRINA PRADO DOS SANTOS;PODE
3367;MARCOS DE OLIVEIRA SAMPAIO;PMN
3368;SAMUEL DO CARMO;AGIR
3369;SAMUEL EUZÉBIO DE OLIVEIRA;PC do B
3370;SAMUEL DE JESUS SANTOS PEREIRA;MDB
3371;SAMUEL DOS SANTOS;PATRIOTA
3372;SAMUEL PORFIRIO FRANCA;PRTB
3373;MARDQUEU SILVIO FRANCA FILHO;PRTB
3374;SANDRA DAMASCENO NUNES DE MIRANDA;AVANTE
3375;SANDRA DELMIRO DE LIMA GABRIEL;PATRIOTA
3376;SANDRA DE AMORIM BARBOSA DE OLIVEIRA;PODE
3377;SANDRA HELENA CANDIDO DOS SANTOS;PDT
3378;SANDRA NAVAJAS;PDT
3379;SANDRA PEDROSA GARCIA DOS SANTOS;PSC
3380;SANDRA SOARES;PRTB
3381;CARLOS ALESSANDRO FRANCO BORRO DE MATOS;PSDB
3382;ALESSANDRO CAMARGO RODRIGUES;AGIR
3383;SANTA DA PAIXÃO GOMES DA SILVA;PMB
3384;ANTÔNIO SANTANA DA SILVA;PMN
3385;SARA MARGARETE DE SOUZA SILVA;REPUBLICANOS
3386;ANDRE CESAR COSTA;MDB
3387;ALEIXO ANDRE MANOEL NETO;PMB
3388;ANDERSON ROGERIO ALVES;PMB
3389;SÉRGIO DE MOURA CAVALCANTI;PSD
3390;FERNANDO DOS SANTOS CORREA;PMN
3391;LUCIANO GALESCO;PRTB
3392;LUIZ ANTONIO GATO;PP
3393;JULIO CESAR FRANCISCO;PRTB
3394;LUCIANO MARQUES DA SILVA;MDB
3395;EDUARDO FRANCISCO DE MELO;PTB
3396;ANDRE GEORGE NERES DE FARIAS;REPUBLICANOS
3397;RUBENS CLÁUDIO SIQUEIRA NERI;PATRIOTA
3398;RICARDO RIBEIRO PEDROSO;PL
3399;ROGERIO PEDROSO DE PADUA JUNIOR;REPUBLICANOS
3400;SANDRO APARECIDO BATISTA;PRTB
3401;SARITA DE SOUZA GREGORIO;PSDB
3402;MARCO ANTONIO SARTI;PMB
3403;SAULO FAUSTINO;AGIR
3404;SAULO DE OLIVEIRA SOUZA;PP
3405;SEBASTIÃO DOS SANTOS FILHO;REPUBLICANOS
3406;MARCOS DOS SANTOS SENA;AGIR
3407;PANAGIOTIS SERAFIM SPANOS;PTB
3408;SERGILVAN OLIVEIRA DE BRITO;AGIR
3409;SERGIO ROBERTO RIBEIRO DOS SANTOS;PSB
3410;SERGIO DE PAULA REIS FILHO;UNIÃO
3411;SÉRGIO CASSAGNI;DC
3412;SERGIO WAGNER LOCATELLI;AVANTE
3413;SÉRGIO MARTINS DA SILVA;AGIR
3414;SERGIO OLIVETTI JACOMINI;PSDB
3415;SERGIO RAMOS ROBERTO;AVANTE
3416;SERGIO CALDAS SANTANA;PL
3417;SERGIO LUIZ VICTOR JUNIOR;NOVO
3418;SÉRGIO ZAGARINO JUNIOR;NOVO
3419;SEVERINO DOS RAMOS LAURENTINO DOS SANTOS;AGIR
3420;MAGDA DOS SANTOS CABRAL;PTB
3421;SHIRLEI APARECIDA MOURA DA SILVA;PSB
3422;SHIRLEY VITORIA BERLINI CODREANSCHI;PRTB
3423;SHIRLEY PALADY CAMBUR;AGIR
3424;SIDELI DA SILVA LOPES;UNIÃO
3425;SIDNEY MELO DA SILVA;PMN
3426;SIDNEY NERY DA SILVA;REPUBLICANOS
3427;SEBASTIÃO RIBEIRO DA SILVA;PMN
3428;SILAS DA SILVA MOREIRA;PMB
3429;SILMARA APARECIDA DOS REIS CIPRIANO;REPUBLICANOS
3430;SILVANO SALES PEIXOTO;PSDB
3431;SILVIA BARNABE;NOVO
3432;SÍLVIA ELENA BITTENCOURT;PSB
3433;SILVIA MIRANDA NAGATA;PODE
3434;SILVIA ELIANA PALMA;PSD
3435;SILVIA DOS REIS;AVANTE
3436;SILVAN PEREIRA DE SOUZA;PODE
3437;SILVIO ALESSANDER ENCARNAÇÃO;REPUBLICANOS
3438;SILVIO BARBOSA LOPES FILHO;PSC
3439;JOSE SILVIO VALDISSERA;REPUBLICANOS
3440;SIMÃO PEDRO CHIOVETTI;PT
3441;SIMONE SILVA SANTOS DA COSTA;PMB
3442;SIMONE CRISTINA DE OLIVEIRA;DC
3443;SIMONE VANESSA SANTOS DIAZ;AGIR
3444;SIMONE MARQUES LOPES;AGIR
3445;SIRINEU DE ARAUJO SANTOS;PL
3446;SIVALDO DE JESUS;PDT
3447;SOCORRO MARIA DE JESUS FERREIRA;PP
3448;SOFIA BRAGA PALMA;PMB
3449;SOLANGE GUAPYASSU;PATRIOTA
3450;SOLANGE CRISTINA DE FREITAS;UNIÃO
3451;ADALGISA SOLANGE SPINA;NOVO
3452;SOLANGE MARIA TEODORO;PDT
3453;ALBA SOLANGE CHALITA DA SILVA;PSOL
3454;EVANDRO GONÇALVES PESSOA;PP
3455;LUIZ PAULO MADALHANO MAGALHÃES;PSC
3456;REINALDO PEREIRA ZACHARIAS;PMB
3457;JOSELITO ALVES DOS SANTOS;AGIR
3458;WERMESON PEREIRA DA SILVA;UNIÃO
3459;SÔNIA REGINA DA SILVA LEAL CESARIO;DC
3460;SÔNIA REGINA RODRIGUES MÓDENA;PSD
3461;SÔNIA MARIA FERRAZ DE MOURA;PATRIOTA
3462;SÔNIA DAS GRAÇAS RIBEIRO SILVEIRA;PATRIOTA
3463;SONIA DA SILVA LIMA;PSC
3464;SORAIA DOS SANTOS CARNEIRO D'EPIRO;UNIÃO
3465;JOSE DE SOUZA JUNIOR;PRTB
3466;STEFANIA DE ALMEIDA ROBUSTELLI;PCO
3467;MARCIO ANDRE DA SILVA;PRTB
3468;JULIANO DA SILVA MELO;PL
3469;SUELI GUETE AGUIAR;PMB
3470;SUENIRA TEIXEIRA PINTO;MDB
3471;VANILDA APARECIDA PEREIRA DA SILVA;PSD
3472;SUSANA DAS NEVES;PATRIOTA
3473;SUSIMEIRE RIBEIRO DOS SANTOS;PSB
3474;AUDEIDE CARDOSO;MDB
3475;TÁBATA FREITAS MANZOLI;PODE
3476;LUIS TADEO GIMENES;PSD
3477;TAILANDIA FERNANDES SOARES PAIXÃO;PATRIOTA
3478;TAIS CRISTINA LOURENÇO DE SOUZA;PMN
3479;TAIS ALEXANDRE ZUZA CUSTÓDIO;NOVO
3480;TALITA DE LIMA BARBOSA;PSB
3481;EDSON JOSÉ BOMBONATTI;REPUBLICANOS
3482;LUIZ FERNANDO BRASILIENSE;PMN
3483;TANIA DAS NEVES BELO;AVANTE
3484;TANIA CRISTINA FRUCHI;UNIÃO
3485;TARCISIO BRUNO GUIDI;AGIR
3486;TARSO LUIZ FURTADO GOUVEIA;MDB
3487;EDMILSON ALVES DA SILVA;PATRIOTA
3488;MANOEL CORREA DA FONSECA NETO;NOVO
3489;TELMA MARIA CARDIA;SOLIDARIEDADE
3490;TELMA SANDRA AUGUSTO DE SOUZA;PT
3491;JOSE FERNANDES DE LIRA JUNIOR;PL
3492;ADILSON RIBEIRO;PSC
3493;FLAVIO GONÇALVES DA COSTA;PL
3494;GIOVANNI BARBIERATTO;PL
3495;EDYMAR BUENO;PP
3496;MATHEUS COIMBRA MARTINS DE AGUIAR;PL
3497;JOSE CARLOS FERNANDES;PL
3498;JOSÉ CARLOS FURIOSO;PSC
3499;MANOEL BARBOSA DO NASCIMENTO;REPUBLICANOS
3500;ROGÉRIO DA SILVA SANTOS;PL
3501;PAULO ROBERTO TORRES GALINDO;PTB
3502;TERESINHA GERALDO LISBÔA;AVANTE
3503;TEREZINHA DE AQUINO;PSD
3504;TEREZINHA DE JESUS NOGUEIRA;REPUBLICANOS
3505;THAINARA KAROLINE FARIA;PT
3506;THAISE CARVALHO MIRANDA;PMB
3507;THAISE BEZERRA PACHECO SANTOS;PT
3508;THALITA DE ALMEIDA TAVARES;PSOL
3509;THAMIRES DE OLIVEIRA DAMATTO;AGIR
3510;MALBA TANIA RODRIGUES ABRANTES COELHO GOMES;PODE
3511;TATIANA DE FREITAS SIVIERO;PODE
3512;THIAGO REIS AURICCHIO;PL
3513;THIAGO ANTONIO BRIGANO;REPUBLICANOS
3514;THIAGO VERONICO DE FREITAS;UNIÃO
3515;THIAGO RODRIGO MARTINS;PV
3516;THIAGO RODRIGO ROCHITI;PSC
3517;THIAGO SANTOS ALVES DE SOUSA;PL
3518;THIAGO HENRIQUE MAIA SORATTO;PT
3519;THIAGO FERREIRA ZANI;SOLIDARIEDADE
3520;THÍFANY FELIX GUIMARÃES;REDE
3521;VANIA MAIA DOS REIS;AVANTE
3522;IZILDA DE LOURDES ALIPIO;PSC
3523;TIAGO MANOEL CAETANO;PMB
3524;TIAGO MANOEL CAETANO;PMB
3525;TIAGO DE OLIVEIRA SOUZA;PSC
3526;TIAGO MARTINS PERETTO;PL
3527;TIAGO ROCHA FERREIRA;NOVO
3528;SEBASTIÃO RAIMUNDO DE OLIVEIRA;PSC
3529;OSVALDY MARTINS;PROS
3530;JOÃO DA SILVA FILHO;UNIÃO
3531;BENEDITO EDELCIO DA SILVA;PMB
3532;ANDERSON RUGEL VAZ;PSC
3533;DONIZETE APARECIDO FERREIRA;AGIR
3534;BRUNO VIEIRA MAIA;PSOL
3535;CUSTODIA DE SOUZA RANGEL;PODE
3536;CLERISTON DOS SANTOS ARAÚJO;PSB
3537;TOME ABDUCH;REPUBLICANOS
3538;ANTONIO CARLOS BOLGIONI;PODE
3539;ANTONIO LAURO CAMPANHA;PSB
3540;ANTONIO GENARO PEREIRA DA SILVA;DC
3541;ANTONIO ALBERTO DOS REIS;SOLIDARIEDADE
3542;ANTOINE BALADY;REDE
3543;BENEDITO TORRES BARRETO;PP
3544;TRACE CAROLINE DIAS DAS CHAGAS;PSC
3545;ANTONIO CARLOS MUNHOZ;REDE
3546;TIAGO BAUAB BEDANI;PP
3547;ANTONIO FERNANDO PEREIRA;PDT
3548;UBIRATAN SILVEIRA GARCIA;PL
3549;URIÃ FANCELLI BAUMGARTNER;PODE
3550;SERGIO UZUM JUNIOR;AVANTE
3551;VAGNER FERNANDES DA SILVA;REPUBLICANOS
3552;VALDETE GUEDES DE OLIVEIRA;PL
3553;VALDECIR SOUZA DOS SANTOS;REPUBLICANOS
3554;CLEBER VALADÃO ANTUNES;PMB
3555;VALDIR DE ALVARENGA;SOLIDARIEDADE
3556;VALDOMIRO MARQUES;PSOL
3557;VALERIA DE CAMPOS BALBINO;PSC
3558;VALERIA CRISTINA RODRIGUES;PTB
3559;VALERIA MULLER RAMOS BOLSONARO;PL
3560;VALÉRIA CLAYTON REZENDE DE LIMA;PP
3561;VALMIR ROSA;CIDADANIA
3562;VALMIR FERREIRA VERAS;AGIR
3563;VALQUIRO MARTINS BOMFIM;SOLIDARIEDADE
3564;VALTER ALCÂNTARA ROSSI;PMB
3565;VANDERLEI BORGES DE CARVALHO;PSDB
3566;JOSE VANDERLEI MACHADO;PTB
3567;FRANCISCO UELITON DE OLIVEIRA SOUZA;PRTB
3568;VANESSA GALLONI CARRERA;REPUBLICANOS
3569;VÂNIA LUIZ AMANCIO;PRTB
3570;VÂNIA FERREIRA DE FRANÇA;PSC
3571;VANICE IZAURA CAMARGO COSTA DA SILVA;PODE
3572;EVANDRO ANTONIO RAMOS TERRA VARONIL DE SOUSA;PSC
3573;VASCO DA GAMA JUNIOR;REPUBLICANOS
3574;ARAFETH ALI HUSSEIN NASREDDINE;PATRIOTA
3575;RODRIGO OTÁVIO SANTOS VELLASCO;PP
3576;EVERILDA XAVIER MOREIRA;DC
3577;VERA LUCIA RODRIGUES DE FARIA;PT
3578;VERA LUCIA APARECIDA ALVES;AGIR
3579;VERA LUCIA MENDES DA SILVA;PSD
3580;VERA APARECIDA ORTEGA DOS SANTOS;PP
3581;VERA LUCIA SOVERAL DA SILVEIRA;PTB
3582;VERA LUCIA DE SOUZA BUENO URBAN;PSC
3583;VERÔNICA EVANGELISTA DOS SANTOS;PDT
3584;VERONICA COSMO AMERICO;PODE
3585;VERONICA CRISTINA ADRIANO;REPUBLICANOS
3586;VICENTE FERNANDES CASCIONE;PL
3587;AQUEVIRQUE ANTONIO NHOLLA;UNIÃO
3588;VICTOR GUATELLI CAVALCANTE;PROS
3589;VICTOR AUGUSTO LINS MENDES;REDE
3590;VICTOR HENRIQUE MARQUES;PDT
3591;JOSE CARLOS FERREIRA VILELA;PL
3592;JOSE VINICIUS CAMPOS AITH;PRTB
3593;VINICIUS ALMEIDA CAMARINHA;PSDB
3594;VINÍCIUS ROSA RODRIGUES;PSOL
3595;DONATO DOS SANTOS SILVA;AVANTE
3596;VIOLETA FILOMENA DACCACHE;PTB
3597;VITOR ALEXANDRE RODRIGUES;REPUBLICANOS
3598;LEANDRA SOARES DOS SANTOS;PMN
3599;VIVIANE DOS SANTOS SILVA CASAMASSA;UNIÃO
3600;VIVIAN FILETO MARTINS DOS SANTOS;PMB
3601;VIVIAN MAIRA DA SILVA MARCOS SOARES;REPUBLICANOS
3602;VIVIANE SOARES DE OLIVEIRA ALVES;UNIÃO
3603;VIVIANE DA SILVA FERNANDES DE LIMA;PROS
3604;VIVIANE ROBERTA MATIOLI;PL
3605;VLADIMIR CODINHOTO;PODE
3606;VLAMIR BERNARDES DA SILVA;REPUBLICANOS
3607;RENE VLADEMIR BLOTA JUNIOR;PSDB
3608;WAGNER DE AVILA RIBEIRO;PSC
3609;WAGNER BERNARDINO DA SILVA;REPUBLICANOS
3610;WAGNER DE BRITO TEIXEIRA;NOVO
3611;WAGNER CIPRIANO ARAUJO;PC do B
3612;WAGNER IRINEU DA SILVA;PROS
3613;WAGNER CARDOSO DE OLIVEIRA;PMN
3614;WAGNER SEQUIN;PSD
3615;WALDENIR CHAGA FILHO;PATRIOTA
3616;WALKER ISAAC DE SOUSA;PP
3617;WALMIR CHARLEAUX BLANCO ESTEVES;PROS
3618;WALNEY ARAUJO DA SILVEIRA;AVANTE
3619;WALTER CAVEANHA;AVANTE
3620;WALTER MARTINS JUNIOR;UNIÃO
3621;WALTER NOLA;PRTB
3622;WALTER RESENDE FILHO;PRTB
3623;WALTER SANDRO PEREIRA DA SILVA;PMB
3624;VANDERLEI NERES PEREIRA;PSB
