cpf;nome;Sigla;sexo
3020;PAMELA BARBOSA;PMN;F
3021;LUIS ANTONIO PANONE;PSD;M
3022;PAOLLA CATHERINE DOS SANTOS MIGUEL AGARD;PT;F
3023;RENATO DA SILVA GOIS;UNIÃO;M
3024;EDSON ROBERTO PARRON;PSDB;M
3025;PASCOAL DOS SANTOS LIMA;AVANTE;M
3026;PASCOAL LEAL DE PAULA;PRTB;M
3027;ALLAN DAVID FERREIRA DE LIMA;PSC;M
3028;ANDRE LUIS BUENO;PL;M
3029;ANISTALDO LUIZ LOPES DA SILVA;PSC;M
3030;ANTONIO CONSTANTINO OLIVEIRA;AVANTE;M
3031;JOSÉ ROBERTO DE MELLO;PSC;M
3032;CLAUDIO NAZARENO SOUZA DE QUEIROZ;PL;M
3033;CLAUDIO SEBASTIÃO AGUIAR;PATRIOTA;M
3034;JOSIAS JOSE DO NASCIMENTO;PSD;M
3035;ANTÔNIO MANOEL;PSC;M
3036;LUCAS MÁXIMO DE JESUS;UNIÃO;M
3037;LUCIANO APARECIDO MORENO;SOLIDARIEDADE;M
3038;LUIS FERNANDO DA SILVA;PTB;M
3039;LUIZ MARQUES;PMN;M
3040;MARCO ROBERTO DA SILVA;REPUBLICANOS;M
3041;MATIAS GERALDO MUNIZ;AVANTE;M
3042;DONIZETE NATAL PONTES;AVANTE;M
3043;LEIA DA SILVA FELISBERTO;AGIR;F
3044;MARIA NILZA FERREIRA ALVES;REPUBLICANOS;F
3045;MARIA DA CONCEIÇÃO FERNANDES GRANATO;PMB;F
3046;MARILZA JOANA GARCIA DE MELO;PL;F
3047;SIMONE APARECIDA NASCIMENTO DA CONCEIÇÃO;PTB;F
3048;PATRICIA ANDALAFT FREIRE;PATRIOTA;F
3049;PATRÍCIA MAGDA GIRO LOBO BELLI;PATRIOTA;F
3050;PATRÍCIA GAMA DE QUADROS BEZERRA;PSDB;F
3051;PATRICIA ROSSI CICOTOSTE;PP;F
3052;MARIA JULIANA PATRÍCIA DA COSTA;AVANTE;F
3053;PATRICIA MARIA DE MELO ZANOTTI MONTILHA;PTB;F
3054;PATRÍCIA MODESTO;PODE;F
3055;PATRICIA COUTO PICOLI FRANCISCO;PRTB;F
3056;PATRICIA APARECIDA ROSSI;PSD;F
3057;PATROCÍNIO RAMOS DA CRUZ NETO;PMN;M
3058;PATRYCIA FACIOLO DOS SANTOS;PDT;F
3059;ANA PAULA CALVO;MDB;F
3060;PAULA NUNES DOS SANTOS;PSOL;F
3061;PAULA MICHELLE DIAS;PRTB;F
3062;PAULA FONSECA ESTEVES;PSD;F
3063;PAULA MAYARA DARRÔ MARTINS ROCHA FILZEK;PDT;F
3064;PAULA CRISTINA LOURENÇO;AVANTE;F
3065;PAULA NATALEN FARIAS DE MORAES MULLER;AGIR;F
3066;PAULO ALEXANDRE DA SILVA;PMN;M
3067;PAULO MACHADO DA SILVA;SOLIDARIEDADE;M
3068;ROSA MARIA DA SILVA CLIMACO;PDT;F
3069;PAULO CEZAR XAVIER ALEXANDRE;PMN;M
3070;PAULO AURELIO BIANCHINI;SOLIDARIEDADE;M
3071;PAULO ROGÉRIO DA SILVA;PDT;M
3072;PAULO SÉRGIO SILVESTRE;AVANTE;M
3073;PAULO ROBERTO BUFALO;PSOL;M
3074;PAULO CAINE DOS SANTOS SILVA;PROS;M
3075;PAULO CALADO FARIAS;AVANTE;M
3076;PAULO CEZAR CONCEIÇÃO QUADROS;PSB;M
3077;PAULO ALVES CORRÊA JUNIOR;PSD;M
3078;PAULO ROBERTO DIAS PEREIRA;PRTB;M
3079;PAULO DE OLIVEIRA ENEAS;PMB;M
3080;PAULO ROBERTO FIORILO;PT;M
3081;PAULO HENRIQUE RIBEIRO FLORIANO;PDT;M
3082;PAULO SERGIO GALTERIO;PSC;M
3083;PAULO JOSE GONÇALVES;PROS;M
3084;PAULO KAZUO DE SOUZA IFUKU;AGIR;M
3085;PAULO HUGENNEYER KOGOS;PTB;M
3086;PAULO JORGE MANSUR NETO;PL;M
3087;PAULO SERGIO MOREIRA MELLO;PTB;M
3088;PAULO DONIZETI SAGIO;AGIR;M
3089;PAULO CESAR DA SILVA SANT'ANA;PTB;M
3090;PAULO ELIAS VICENTE;REPUBLICANOS;M
3091;PAULO ALEXANDRE ZEMUNER MASCARO;PDT;M
3092;PEDRO MARQUES FERREIRA ASSAD;PSC;M
3093;PEDRO ANTONIO BIGARDI;PC do B;M
3094;PEDRO ELES DA SILVA;PATRIOTA;M
3095;PEDRO MOTOITIRO KAWAI;PSDB;M
3096;PEDRO MARIN BELMONTE NETO;PODE;M
3097;PEDRO RODRIGUES DE MIRANDA NETO;REPUBLICANOS;M
3098;PEDRO TOMISHIGUE MORI;PSB;M
3099;PEDRO IGOR RIBEIRO RAMOS;PRTB;M
3100;PEDRO PAULO DE OLIVEIRA FILHO;AGIR;M
3101;LUIZ ANTONIO CIRINO;AVANTE;M
3102;APARECIDO JOVANIR PENA JUNIOR;PP;M
3103;PÉRICLES RÉGIS MENDONÇA DE LIMA;PODE;M
3104;PERMÍNIO MONTEIRO DA SILVA;PSB;M
3105;PETERSON RUAN AIELLO DO COUTO RAMOS;PSB;M
3106;PHILIPE DE PAULA DA SILVA;MDB;M
3107;CRISTIANE FERREIRA PASSOS LASTÓRIA;PSC;F
3108;PLAUTO JOSE RIBEIRO HOLTZ MORAES;MDB;M
3109;DERIONERIO OLIVEIRA DE ASSIS;AGIR;M
3110;POLIANA ALVES FERNANDES PINTO;PSB;F
3111;ALINE NOVAIS;PSD;F
3112;OSVALDO DA SILVA LOBEIRO MACHADO;PATRIOTA;M
3113;PAULO ROBERTO CASSIOLATO FILHO;PP;M
3114;DELMIRO MOURA DE OLIVEIRA;DC;M
3115;EDSON MUNIS;SOLIDARIEDADE;M
3116;CARLOS ALBERTO DA FONSECA;AVANTE;M
3117;EVERSON MARCOS DE OLIVEIRA;MDB;M
3118;EZEQUIEL DE ARAÚJO SILVA;PDT;M
3119;JOSÉ FÁBIO DOS SANTOS SILVA;DC;M
3120;JEAN ALEX DE ANDRADE DOS SANTOS;PSC;M
3121;JOENE HENRIQUES DE FIGUEIREDO;PMN;F
3122;SEBASTIÃO DE MESQUITA SILVA;PMN;M
3123;FRANCISCO ALVES DE SOUSA;PMB;M
3124;JOSÉ DE RIBAMAR DA SILVA PASSOS;PSOL;M
3125;RICARDO ROCHA DE OLIVEIRA;PATRIOTA;M
3126;ARLETE FERREIRA RIBEIRO;PV;F
3127;GENILZA MEDEIROS DE CASTRO;REPUBLICANOS;F
3128;JOSÉ NILSON PRAXEDES;AGIR;M
3129;ELISABETE NATALI ALVARENGA;PSC;F
3130;PRISCILA BRUNETTO DE ARAUJO;PSD;F
3131;PRISCILA GONÇALVES IEIRI PARRA;NOVO;F
3132;PRISCILLA BERNARDES AIRES PEDROSA;PSOL;F
3133;ADRIANA VASCONCELLOS VIEIRA DE OLIVEIRA LUIZ;MDB;F
3134;JOSÉ AMARO DA SILVA;AVANTE;M
3135;BUDGA DEROBY NHAMBIQUARA;REDE;M
3136;APARECIDA DA GRAÇA CARLOS;PT;F
3137;HELIO JOSÉ DOS SANTOS;PP;M
3138;JOBERT ALEXANDRINO;PODE;M
3139;MARCOS VINÍCIO BILANCIERI;REPUBLICANOS;M
3140;ROSÂNGELA HERNANDES AZEVEDO;PMN;F
3141;VICTOR MORAES FILHO;PODE;M
3142;WALTER PEREIRA FERREIRA;REPUBLICANOS;M
3143;AHMED TARIQUE TOMBOUCTOU AGIO;PTB;M
3144;ANGELA DONATIELLO LOPES;UNIÃO;F
3145;CHRISTIANE GRACE GUIMARÃES DA SILVA;PT;F
3146;FERNANDO MARTINS;NOVO;M
3147;RAFAEL TURRINI PURGATO;PDT;M
3148;SERGIO ANTONIO;PTB;M
3149;SÉTIMA MARIA VIEIRA DE ARAUJO;SOLIDARIEDADE;F
3150;ANTONIO BERALDO ALVES;PTB;M
3151;CARLOS ALBERTO VIDAL TONON JUNIOR;PTB;M
3152;MARIA JOSÉ DA SILVA BEZERRA;PSB;F
3153;ANA CLÁUDIA MESQUITA ROCHA;PMN;F
3154;CAMILA GODOI DA SILVA RODRIGUES;PSB;F
3155;JOCELY RAMOS DOS REIS MARCO;PSB;F
3156;JULIANA SOARES DO NASCIMENTO;PT;F
3157;LAÍS HELENA ANTONIO DOS SANTOS ALOISE;PSB;F
3158;MARIA SALETE MARINI;PSB;F
3159;SUZETE CHAFFIN;PSOL;F
3160;VALMARA CRISTINA DE PAULA CAMARGO;NOVO;F
3161;AGLIBERTO DO SOCORRO CHAGAS;UNIÃO;M
3162;AHMAD ABOU ADILE;DC;M
3163;ANTONIO TARCIDO MARQUES FERNANDES;PRTB;M
3164;AUGUSTO CÉSAR CORREA NETO;UNIÃO;M
3165;AIRTON DOS SANTOS;PSC;M
3166;GERALDO CARDOSO DE JESUS;PROS;M
3167;CASSIO EDUARDO FONSECA;PMB;M
3168;CÍCERO JUSTINO DA SILVA;PDT;M
3169;FABIO DA SILVA VIANA;PMB;M
3170;FERNANDO DE SOUZA;PSTU;M
3171;ARJUNA DE HUR FRAGA DE ASSUNÇÃO;PROS;F
3172;GILSON MOREIRA;PTB;M
3173;GILVAN DE ANDRADE GAIA;PMB;M
3174;HAMILTON ALVES FERNANDES;PROS;M
3175;JANDER CAVALCANTI DE LIRA;PSD;M
3176;JHONY ANTONIO BARBOZA;PDT;M
3177;JOEFERSON FACCIN JOSÉ DE ALMEIDA;PSOL;M
3178;JUVENIL BATISTA LOPES;PSOL;M
3179;JUSTINO DIOGO DOS SANTOS;PSOL;M
3180;LUCAS ANTONIO NIZUMA SIMABUKULO;PSTU;M
3181;LUIS RENATO PINTO DE OLIVEIRA;PMB;M
3182;MARCELO ALVES DE CARVALHO ALMEIDA;PSD;M
3183;MARCELO FUSCO;UNIÃO;M
3184;MARCELO LOPES;PRTB;M
3185;MARCELO GOUVEIA NASCIMENTO;SOLIDARIEDADE;M
3186;ROGERIO JACOMO MICHELETTI;PRTB;M
3187;WAINES MOREIRA ALVES;PSB;M
3188;OZÉIAS BATISTA DOS SANTOS;AVANTE;M
3189;RAFAEL CASTRO KOCIAN;REDE;M
3190;RICARDO MARCILIO MONTEIRO;CIDADANIA;M
3191;ROBERTO FRANCISCO DA SILVA;PMB;M
3192;ROBSON CRISTIANO DE SOUZA;AVANTE;M
3193;ROMULO ORNELAS DE OLIVEIRA;PT;M
3194;RONALDO RODRIGUES DOS SANTOS;PSOL;M
3195;ANTONIO BIAGIO VESPOLI;PSOL;M
3196;VANIL ALVES DOS SANTOS;PATRIOTA;M
3197;VITOR LUIS ARTIOLI KUNDRAT;NOVO;M
3198;WAGNER ALVES DE LIMA;AGIR;M
3199;WAGNER DE MELO ROMÃO;PT;M
3200;ANA CRISTINA DA SILVA COSTA;REPUBLICANOS;F
3201;ANETE DÁLIA SEABRA SAMPAIO DE SOUZA;PROS;F
3202;MARIA IZABEL AZEVEDO NORONHA;PT;F
3203;CELIA APARECIDA DA CRUZ OLIVEIRA MENEZES;MDB;F
3204;EDILZA DE SOUSA MATSUSHITA;PSDB;F
3205;ÉRIKA FERNANDA CÂNDIDO;PSOL;F
3206;EVELYN CRISTINA FERREIRA PAULA;PDT;F
3207;FERNANDA ALVES DA SILVA;UNIÃO;F
3208;JACI SABINA DE LIMA MATTOS;PSOL;F
3209;JAQUELINE MONTEIRO DE CARVALHO BARRETO;UNIÃO;F
3210;JÉSSICA MARQUES RIBEIRO;PSOL;F
3211;JOSELI ELVIRA CAVALHEIRO;PSB;F
3212;KARINA CARLA DA SILVA;AVANTE;F
3213;LIDIA FREITAS DO NASCIMENTO;PSC;F
3214;LILIAN RENATA GARCIA VIEIRA MEDEIROS;PTB;F
3215;LUCIMARA SILVEIRA MANHA;SOLIDARIEDADE;F
3216;MARIANA ROSSETO SANTOS;PT;F
3217;NELSA FLORINDA DE QUEIROZ METZLER;PSDB;F
3218;MARIA NILVA SEVERINO GONÇALVES;SOLIDARIEDADE;F
3219;SANDRA MARIA DOS SANTOS;PDT;F
3220;SILVANA MARQUES MONTEIRO;NOVO;F
3221;VALDINEIA MEIRA MOTA;SOLIDARIEDADE;F
3222;VALÉRIA APARECIDA COSTA TORRES;PSD;F
3223;VÂNIA CRISTINA DA SILVA;NOVO;F
3224;DOUGLAS VANDERLEI AUGUSTO;PSC;M
3225;JOSÉ RONALDO GOMES DA SILVA;PSB;M
3226;MARILDA DE SANTANA GIRON;PSC;F
3227;MARCUS VINICIUS DE ALMEIDA FERREIRA;MDB;M
3228;VICENTE PAULA RIBEIRO;PL;M
3229;RAFAEL COSTA AMADEU;PDT;M
3230;RAFAEL GUSTAVO BERNARDO;NOVO;M
3231;RAFAEL ZAMPRONIO DA SILVEIRA;PSB;M
3232;RAFAEL FERNANDO ZIMBALDI;CIDADANIA;M
3233;RAFAEL BERNARDO FERREIRA SANTOS;REDE;M
3234;RAFAEL ELIAS MACHADO PEREIRA ANTUNES;UNIÃO;M
3235;RAFAEL MORENO SOUZA SANTOS;PMB;M
3236;RAFAEL PINTER;NOVO;M
3237;RAFAEL SARAIVA GAIA;UNIÃO;M
3238;RAFAEL ANTONIO DA SILVA;PSD;M
3239;RAFAEL RIBEIRO ZUCCO;PL;M
3240;RAFAELA KOBAL FERNANDES DE CARVALHO;UNIÃO;F
3241;RALFI RAFAEL DA SILVA;REPUBLICANOS;M
3242;ANTONIO DE SOUSA RAMALHO;PSD;M
3243;RAMILSON DE FREITAS PEREIRA;PDT;M
3244;RAMON FERNANDES FAUSTINO;PSOL;M
3245;RANGEL RODRIGO DE FIGUEIREDO BONELLI;PRTB;M
3246;RAPHAEL GOZUEN CAMARGO;AVANTE;M
3247;RAQUEL DE PAULA;PSTU;F
3248;RAQUEL TOIAN DOS SANTOS;PMN;F
3249;RAQUEL FERNANDEZ VARELA;REDE;F
3250;RAUL BETIOL;PATRIOTA;M
3251;RAUL MARCELO DE SOUZA;PSOL;M
3252;RAUL VICENTINI;PSD;M
3253;RAIMUNDO LUSTOZA LUCAS;SOLIDARIEDADE;M
3254;ROBERTO CARLOS DE ALMEIDA;PTB;M
3255;RAI SAYLON DE PAULA RIBEIRO;PDT;M
3256;EDNALDO DOS SANTOS PASSOS;PL;M
3257;REGINA CELIA BENTO CATHARINO;UNIÃO;F
3258;REGINA CÉLIA GONÇALVES DOS SANTOS;PSOL;F
3259;IOLANDA REGINA ALVES FRONTEROTTA;PTB;F
3260;REGINA DE MATOS COELHO NOGUEIRA;SOLIDARIEDADE;F
3261;ELIS REGINA NOGUEIRA RODRIGUES;PMB;F
3262;REGIS LEANDRO YASUMURA;PL;M
3263;JHONATAN WILLIAM OLIVEIRA DO NASCIMENTO;PDT;M
3264;REINALDO BRIGIDO DE SOUSA;UNIÃO;M
3265;PAULO BATISTA DOS REIS;PT;M
3266;REJAINE TEREZA DOS SANTOS MARCHESINI;REPUBLICANOS;F
3267;RENAN DIAS DA MATA;PSC;M
3268;RENATA TEODORO DA FONSECA;SOLIDARIEDADE;F
3269;RENATA ROSA DE SA BOAVENTURA;PRTB;F
3270;RENATA FALZONI;PSB;F
3271;RENATA GOUVEA;PATRIOTA;F
3272;RENATA APARECIDA MORAIS DE VASCONCELOS;AVANTE;F
3273;RENATO DE SOUZA BATTISTA;UNIÃO;M
3274;RENATO SABINO COLOMBANO;PSD;M
3275;RENATO MORENI AIRES DA SILVA;PT;M
3276;RENATO DE OLIVEIRA ZUCOLOTO;PP;M
3277;RENÉ VICENTE DOS SANTOS;PC do B;M
3278;PEDRO JOSÉ DE PAULA;PDT;M
3279;REINALDO MARTINS;AGIR;M
3280;RICARDO ALVAREZ;PSOL;M
3281;RICARDO BORGES DE OLIVEIRA;AGIR;M
3282;JOSÉ RICARDO DA SILVA;PMB;M
3283;RICARDO JOSÉ LEMES;PV;M
3284;RICARDO DE FARIA SILVA;PSB;M
3285;RICARDO LONGATTI FRANÇA;PODE;M
3286;RICARDO DE SOUZA GENOVEZ;SOLIDARIEDADE;M
3287;RICARDO PELISSARO LOQUETE;PROS;M
3288;RICARDO ROSSI MADALENA;PL;M
3289;RICARDO MOLINA DIAS;REPUBLICANOS;M
3290;CELSO RICARDO DE MOURA;PROS;M
3291;RICARDO AUGUSTO PEREIRA;PATRIOTA;M
3292;RICARDO DOS SANTOS SATURNO;PSC;M
3293;RICARDO AZEVEDO DA SILVA;PRTB;M
3294;HENRIQUE DE ALMEIDA BASANO;MDB;M
3295;MARIA RISOLETA ESTRELA DOS SANTOS;PTB;F
3296;RITA VALÉRIA ALVES;PSC;F
3297;RITA DE CASSIA RAMOS ORIGUELLA;AVANTE;F
3298;RIVANDA OLIVEIRA RIELI;PSB;F
3299;NIELTON CARVALHO DE MATOS;PMB;M
3300;ROBERIO DOS SANTOS BENEDITO;PMB;M
3301;ROBERTA MARIA GONÇALVES FRANCESCHI BOTION;PSD;F
3302;JOSÉ LUIZ BONITO;PMB;M
3303;ROBERTO TURCHI DE MORAIS;CIDADANIA;M
3304;ROBERTO LUIZ DO NASCIMENTO;PMN;M
3305;CARLOS ROBERTO BATISTA DOS SANTOS;PSC;M
3306;ROBSON ALEXANDRE DE OLIVEIRA;SOLIDARIEDADE;M
3307;REGIANE ROCHA;PL;F
3308;EDSON GOMES DA ROCHA;PSD;M
3309;RODRIGO CESAR REGORAO VERONEZI;UNIÃO;M
3310;RODRIGO ANTUNES DE LIMA;PCO;M
3311;RODRIGO ALMEIDA PASSOS;PSB;M
3312;RODRIGO CAPEL;CIDADANIA;M
3313;RODRIGO LUIS DE BARROS ALMEIDA;UNIÃO;M
3314;RODRIGO SALOMÃO JUNQUEIRA;PATRIOTA;M
3315;RODRIGO MOLLER;PMB;M
3316;RODRIGO AUGUSTO MORAES;PL;M
3317;RODRIGO BRUNO NAHAS;NOVO;M
3318;RODRIGO FERNANDO NOVELLI;REPUBLICANOS;M
3319;RODRIGO RODRIGUES PEDROSO;PTB;M
3320;RODRIGO ADRIANO DA SILVA;UNIÃO;M
3321;RODRIGO REY RODRIGUEZ;NOVO;M
3322;RODRIGO FIRMINO ROMÃO;PC do B;M
3323;JORGE RODRIGO VALVERDE SANTANA;PT;M
3324;ROGÉRIO MACIEL MONTEIRO JUNIOR;AVANTE;M
3325;ROGERIO GUEIROS DE ARAUJO;DC;M
3326;ROGÉRIO MARTINIUC DE OLIVEIRA;PMB;M
3327;ROGERIO NOGUEIRA LOPES CRUZ;PSDB;M
3328;JOSÉ ROGERIO SOARES DOS SANTOS;MDB;M
3329;ROLGACIANO FERNANDES ALMEIDA;UNIÃO;M
3330;ROMEU SÃO MARCOS ESCANHOELA;NOVO;M
3331;ROMILDO ANTONIO DA SILVA;PT;M
3332;ROMILDO DE PINHO CAMPELLO;PV;M
3333;ROMILDO VIRGÍNIO DOS SANTOS;PSD;M
3334;ROMULO CESAR FERNANDES;PT;M
3335;RONALDO FORMIGAO;UNIÃO;M
3336;RONALDO GALDINO DOS SANTOS;PMB;M
3337;RONALDO ELIAS MARIANO;PMB;M
3338;RONALDO SEGALA;PMN;M
3339;ROQUE BARBIERE;AVANTE;M
3340;ROSANA APARECIDA BRANQUINHO;MDB;F
3341;ROSANA DE ANDRADE MARQUES;PRTB;F
3342;FRANCISCA ROSANA MONTANHER;AVANTE;F
3343;ROSANGELA LOURENÇO BRITO SOUZA;PMN;F
3344;ROSANGELA SALVIANO POLIDO VAZ;PRTB;F
3345;ROSANGELA DA SILVA SCARPINELLI;UNIÃO;F
3346;ROSANGELA DA SILVA BATISTA;AVANTE;F
3347;MARIA DO ROSARIO ALMEIDA;PTB;F
3348;ROSEMEIRE RIBEIRO;CIDADANIA;F
3349;ROSELEI APARECIDO FRANÇOSO;MDB;F
3350;ROSIMEIRE SANTOS CESCHINI;AGIR;F
3351;ROSIRENE DE JESUS SANTOS;PSC;F
3352;ROSIVALDO DE JESUS SANTOS;PSOL;M
3353;JOSÉ CARLOS ROSSI;PSD;M
3354;ROSYMEIRE DE SOUZA LEITE RODRIGUES;PTB;F
3355;ROY NELSON PINTO;PL;M
3356;ROZANA FONSECA BARROSO DA SILVA;PC do B;F
3357;RUBIA MARA DA SILVA OLIVEIRA;MDB;F
3358;RUBENS CESTARI CAMPOS;PODE;M
3359;RUBENS DE SOUZA;SOLIDARIEDADE;M
3360;RUBI CRUSE;REPUBLICANOS;M
3361;RUBENS LOBATO PINHEIRO NETO;UNIÃO;M
3362;RUI ALVES SOUZA JUNIOR;REPUBLICANOS;M
3363;RUI ALVES BRUM JUNIOR;PATRIOTA;M
3364;RUTE COSTA SOBRINHA;REPUBLICANOS;F
3365;CARLOS ALBERTO DE ZAGOTTIS SAAD;PROS;M
3366;SABRINA PRADO DOS SANTOS;PODE;F
3367;MARCOS DE OLIVEIRA SAMPAIO;PMN;M
3368;SAMUEL DO CARMO;AGIR;M
3369;SAMUEL EUZÉBIO DE OLIVEIRA;PC do B;M
3370;SAMUEL DE JESUS SANTOS PEREIRA;MDB;M
3371;SAMUEL DOS SANTOS;PATRIOTA;M
3372;SAMUEL PORFIRIO FRANCA;PRTB;M
3373;MARDQUEU SILVIO FRANCA FILHO;PRTB;M
3374;SANDRA DAMASCENO NUNES DE MIRANDA;AVANTE;F
3375;SANDRA DELMIRO DE LIMA GABRIEL;PATRIOTA;F
3376;SANDRA DE AMORIM BARBOSA DE OLIVEIRA;PODE;F
3377;SANDRA HELENA CANDIDO DOS SANTOS;PDT;F
3378;SANDRA NAVAJAS;PDT;F
3379;SANDRA PEDROSA GARCIA DOS SANTOS;PSC;F
3380;SANDRA SOARES;PRTB;F
3381;CARLOS ALESSANDRO FRANCO BORRO DE MATOS;PSDB;M
3382;ALESSANDRO CAMARGO RODRIGUES;AGIR;M
3383;SANTA DA PAIXÃO GOMES DA SILVA;PMB;F
3384;ANTÔNIO SANTANA DA SILVA;PMN;M
3385;SARA MARGARETE DE SOUZA SILVA;REPUBLICANOS;F
3386;ANDRE CESAR COSTA;MDB;M
3387;ALEIXO ANDRE MANOEL NETO;PMB;M
3388;ANDERSON ROGERIO ALVES;PMB;M
3389;SÉRGIO DE MOURA CAVALCANTI;PSD;M
3390;FERNANDO DOS SANTOS CORREA;PMN;M
3391;LUCIANO GALESCO;PRTB;M
3392;LUIZ ANTONIO GATO;PP;M
3393;JULIO CESAR FRANCISCO;PRTB;M
3394;LUCIANO MARQUES DA SILVA;MDB;M
3395;EDUARDO FRANCISCO DE MELO;PTB;M
3396;ANDRE GEORGE NERES DE FARIAS;REPUBLICANOS;M
3397;RUBENS CLÁUDIO SIQUEIRA NERI;PATRIOTA;M
3398;RICARDO RIBEIRO PEDROSO;PL;M
3399;ROGERIO PEDROSO DE PADUA JUNIOR;REPUBLICANOS;M
3400;SANDRO APARECIDO BATISTA;PRTB;M
3401;SARITA DE SOUZA GREGORIO;PSDB;F
3402;MARCO ANTONIO SARTI;PMB;M
3403;SAULO FAUSTINO;AGIR;M
3404;SAULO DE OLIVEIRA SOUZA;PP;M
3405;SEBASTIÃO DOS SANTOS FILHO;REPUBLICANOS;M
3406;MARCOS DOS SANTOS SENA;AGIR;M
3407;PANAGIOTIS SERAFIM SPANOS;PTB;M
3408;SERGILVAN OLIVEIRA DE BRITO;AGIR;M
3409;SERGIO ROBERTO RIBEIRO DOS SANTOS;PSB;M
3410;SERGIO DE PAULA REIS FILHO;UNIÃO;M
3411;SÉRGIO CASSAGNI;DC;M
3412;SERGIO WAGNER LOCATELLI;AVANTE;M
3413;SÉRGIO MARTINS DA SILVA;AGIR;M
3414;SERGIO OLIVETTI JACOMINI;PSDB;M
3415;SERGIO RAMOS ROBERTO;AVANTE;M
3416;SERGIO CALDAS SANTANA;PL;M
3417;SERGIO LUIZ VICTOR JUNIOR;NOVO;M
3418;SÉRGIO ZAGARINO JUNIOR;NOVO;M
3419;SEVERINO DOS RAMOS LAURENTINO DOS SANTOS;AGIR;M
3420;MAGDA DOS SANTOS CABRAL;PTB;F
3421;SHIRLEI APARECIDA MOURA DA SILVA;PSB;F
3422;SHIRLEY VITORIA BERLINI CODREANSCHI;PRTB;F
3423;SHIRLEY PALADY CAMBUR;AGIR;F
3424;SIDELI DA SILVA LOPES;UNIÃO;F
3425;SIDNEY MELO DA SILVA;PMN;M
3426;SIDNEY NERY DA SILVA;REPUBLICANOS;M
3427;SEBASTIÃO RIBEIRO DA SILVA;PMN;M
3428;SILAS DA SILVA MOREIRA;PMB;M
3429;SILMARA APARECIDA DOS REIS CIPRIANO;REPUBLICANOS;F
3430;SILVANO SALES PEIXOTO;PSDB;M
3431;SILVIA BARNABE;NOVO;F
3432;SÍLVIA ELENA BITTENCOURT;PSB;F
3433;SILVIA MIRANDA NAGATA;PODE;F
3434;SILVIA ELIANA PALMA;PSD;F
3435;SILVIA DOS REIS;AVANTE;F
3436;SILVAN PEREIRA DE SOUZA;PODE;M
3437;SILVIO ALESSANDER ENCARNAÇÃO;REPUBLICANOS;M
3438;SILVIO BARBOSA LOPES FILHO;PSC;M
3439;JOSE SILVIO VALDISSERA;REPUBLICANOS;M
3440;SIMÃO PEDRO CHIOVETTI;PT;M
3441;SIMONE SILVA SANTOS DA COSTA;PMB;M
3442;SIMONE CRISTINA DE OLIVEIRA;DC;M
3443;SIMONE VANESSA SANTOS DIAZ;AGIR;M
3444;SIMONE MARQUES LOPES;AGIR;M
3445;SIRINEU DE ARAUJO SANTOS;PL;M
3446;SIVALDO DE JESUS;PDT;M
3447;SOCORRO MARIA DE JESUS FERREIRA;PP;M
3448;SOFIA BRAGA PALMA;PMB;F
3449;SOLANGE GUAPYASSU;PATRIOTA;F
3450;SOLANGE CRISTINA DE FREITAS;UNIÃO;F
3451;ADALGISA SOLANGE SPINA;NOVO;F
3452;SOLANGE MARIA TEODORO;PDT;F
3453;ALBA SOLANGE CHALITA DA SILVA;PSOL;F
3454;EVANDRO GONÇALVES PESSOA;PP;M
3455;LUIZ PAULO MADALHANO MAGALHÃES;PSC;M
3456;REINALDO PEREIRA ZACHARIAS;PMB;M
3457;JOSELITO ALVES DOS SANTOS;AGIR;M
3458;WERMESON PEREIRA DA SILVA;UNIÃO;M
3459;SÔNIA REGINA DA SILVA LEAL CESARIO;DC;F
3460;SÔNIA REGINA RODRIGUES MÓDENA;PSD;F
3461;SÔNIA MARIA FERRAZ DE MOURA;PATRIOTA;F
3462;SÔNIA DAS GRAÇAS RIBEIRO SILVEIRA;PATRIOTA;F
3463;SONIA DA SILVA LIMA;PSC;F
3464;SORAIA DOS SANTOS CARNEIRO D'EPIRO;UNIÃO;F
3465;JOSE DE SOUZA JUNIOR;PRTB;M
3466;STEFANIA DE ALMEIDA ROBUSTELLI;PCO;F
3467;MARCIO ANDRE DA SILVA;PRTB;M
3468;JULIANO DA SILVA MELO;PL;M
3469;SUELI GUETE AGUIAR;PMB;F
3470;SUENIRA TEIXEIRA PINTO;MDB;F
3471;VANILDA APARECIDA PEREIRA DA SILVA;PSD;F
3472;SUSANA DAS NEVES;PATRIOTA;F
3473;SUSIMEIRE RIBEIRO DOS SANTOS;PSB;F
3474;AUDEIDE CARDOSO;MDB;F
3475;TÁBATA FREITAS MANZOLI;PODE;F
3476;LUIS TADEO GIMENES;PSD;M
3477;TAILANDIA FERNANDES SOARES PAIXÃO;PATRIOTA;F
3478;TAIS CRISTINA LOURENÇO DE SOUZA;PMN;F
3479;TAIS ALEXANDRE ZUZA CUSTÓDIO;NOVO;F
3480;TALITA DE LIMA BARBOSA;PSB;F
3481;EDSON JOSÉ BOMBONATTI;REPUBLICANOS;M
3482;LUIZ FERNANDO BRASILIENSE;PMN;M
3483;TANIA DAS NEVES BELO;AVANTE;F
3484;TANIA CRISTINA FRUCHI;UNIÃO;F
3485;TARCISIO BRUNO GUIDI;AGIR;M
