"id";"cpf";"nome";"sigla";"siglaEstado";"vice";"vicecpf";"cargo"
894;"";"LUCIANO UBIRAJARA NASSAR";"AGIR";"SP";0;0;"deputado federal"
895;"";"LUCIANO DA CONCEIÇÃO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
896;"";"LUCIENE CAVALCANTE DA SILVA";"PSOL";"SP";0;0;"deputado federal"
897;"";"LUCIENE BARROS VERISSIMO DA SILVA";"PT";"SP";0;0;"deputado federal"
898;"";"LUCIO DIAS DE OLIVEIRA";"PTB";"SP";0;0;"deputado federal"
899;"";"LUZIANE DIAS SIMÃO";"PSOL";"SP";0;0;"deputado federal"
900;"";"LUIS CLAUDIO FERNANDES MIRANDA";"REPUBLICANOS";"SP";0;0;"deputado federal"
901;"";"LUIS ROSAS JUNIOR";"PROS";"SP";0;0;"deputado federal"
902;"";"LUÍS EDUARDO ANTUNES VIEIRA";"PSD";"SP";0;0;"deputado federal"
903;"";"LUIZ DE SOUZA ARRAES";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
904;"";"LUIZ FELIPE DIAS";"PDT";"SP";0;0;"deputado federal"
905;"";"LUIZ LAURO FERREIRA";"MDB";"SP";0;0;"deputado federal"
906;"";"LUIZ MARINHO";"PT";"SP";0;0;"deputado federal"
907;"";"LUIZ CARLOS RAMOS ARRUDA DA SILVA";"AGIR";"SP";0;0;"deputado federal"
908;"";"LUIZ OTAVIO OLIVEIRA CAMPOS";"MDB";"SP";0;0;"deputado federal"
909;"";"LUIZ PHILIPPE DE ORLEANS E BRAGANÇA";"PL";"SP";0;0;"deputado federal"
910;"";"LUIZ SCALEA";"PODE";"SP";0;0;"deputado federal"
911;"";"LUIZ FRANCISCO TEIXEIRA";"PTB";"SP";0;0;"deputado federal"
912;"";"LUIZ ZACARIAS DE ARAUJO FILHO";"PL";"SP";0;0;"deputado federal"
913;"";"LUIZA ERUNDINA DE SOUSA";"PSOL";"SP";0;0;"deputado federal"
914;"";"LUIZA POLYDORO";"PTB";"SP";0;0;"deputado federal"
915;"";"CLEBER MACARIO DE MACEDO";"PDT";"SP";0;0;"deputado federal"
916;"";"EMERSON DE ABREU SANTANA";"PT";"SP";0;0;"deputado federal"
917;"";"ANTONIO ALBERTO MACHADO";"PT";"SP";0;0;"deputado federal"
918;"";"MADALENA DE LAURA PEREIRA";"PSC";"SP";0;0;"deputado federal"
919;"";"MAICON VINICIUS RIBEIRO DA SILVA";"MDB";"SP";0;0;"deputado federal"
920;"";"MAISA DINIZ LIMA";"REDE";"SP";0;0;"deputado federal"
921;"";"ODIMAR BARRETO DOS SANTOS";"PROS";"SP";0;0;"deputado federal"
922;"";"ADRIANO DA COSTA E SILVA";"REPUBLICANOS";"SP";0;0;"deputado federal"
923;"";"PAULO SERGIO DA ROCHA";"REPUBLICANOS";"SP";0;0;"deputado federal"
924;"";"VITOR LEONARDO SANTOS VARCILIO";"PATRIOTA";"SP";0;0;"deputado federal"
925;"";"LUIZA FAUSTINO PEREIRA PARI";"AVANTE";"SP";0;0;"deputado federal"
926;"";"MARIA LUCIA DA SILVA";"PODE";"SP";0;0;"deputado federal"
927;"";"MANOEL EDUARDO PEREIRA DA CRUZ PALOMINO";"PP";"SP";0;0;"deputado federal"
928;"";"MANOEL DAVID KORN DE CARVALHO";"UNIÃO";"SP";0;0;"deputado federal"
929;"";"MARCOS RODRIGUES";"PRTB";"SP";0;0;"deputado federal"
930;"";"MARA LUCIA GARCIA";"PRTB";"SP";0;0;"deputado federal"
931;"";"MARAISA PINHEIRO TANNURE";"PROS";"SP";0;0;"deputado federal"
932;"";"FERNANDO JOSE DE SOUZA MARANGONI";"UNIÃO";"SP";0;0;"deputado federal"
933;"";"MARCOS VINICIUS LUZ GIANNONI";"PMB";"SP";0;0;"deputado federal"
934;"";"MARCOS ROBERTO DOS SANTOS";"PTB";"SP";0;0;"deputado federal"
935;"";"MARCEL BRASIL DE SOUZA MOURA";"DC";"SP";0;0;"deputado federal"
936;"";"MARCELA DE CARVALHO NORA";"UNIÃO";"SP";0;0;"deputado federal"
937;"";"MARCELO DA SILVA";"MDB";"SP";0;0;"deputado federal"
938;"";"MARCELO MARQUES DE SOUZA";"PP";"SP";0;0;"deputado federal"
939;"";"MARCELLO LEONARDI BEZERRA";"PSB";"SP";0;0;"deputado federal"
940;"";"MARCELLO FERREIRA DOS SANTOS";"PSTU";"SP";0;0;"deputado federal"
941;"";"MARCELO PORFIRIO DA SILVA";"PSDB";"SP";0;0;"deputado federal"
942;"";"MARCELO APARECIDO DA SILVA";"REPUBLICANOS";"SP";0;0;"deputado federal"
943;"";"MARCELO HERCOLIN";"UNIÃO";"SP";0;0;"deputado federal"
944;"";"MARCELO GERALDO DA SILVA";"PSC";"SP";0;0;"deputado federal"
945;"";"MARCELO DE LIMA FERNANDES";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
946;"";"MARCELO FABIÁN MERCAU FILHO";"PROS";"SP";0;0;"deputado federal"
947;"";"MARCELO JOSÉ ORTEGA";"PODE";"SP";0;0;"deputado federal"
948;"";"MARCELO RODRIGUES JUNIOR";"PATRIOTA";"SP";0;0;"deputado federal"
949;"";"MARCELO ROSSI DOS SANTOS";"PTB";"SP";0;0;"deputado federal"
950;"";"MARCELO CESAR TORRES RUBI";"PRTB";"SP";0;0;"deputado federal"
951;"";"MARCIA HELENA BARROS BENEDITO";"DC";"SP";0;0;"deputado federal"
952;"";"MARCIA BUENO DA SILVA";"PTB";"SP";0;0;"deputado federal"
953;"";"MARCIA REGINA ALVES GONCALVES";"PTB";"SP";0;0;"deputado federal"
954;"";"MÁRCIA REBESCHINI PATELLA DA SILVA";"PV";"SP";0;0;"deputado federal"
955;"";"MÁRCIA ROCHA";"CIDADANIA";"SP";0;0;"deputado federal"
956;"";"MARCIA VALERIA MARQUES LOPES SAQUETO";"PATRIOTA";"SP";0;0;"deputado federal"
957;"";"ANTONIO CARLOS MARCIANO";"PROS";"SP";0;0;"deputado federal"
958;"";"MARCILIO DUARTE LIMA";"PTB";"SP";0;0;"deputado federal"
959;"";"MÁRCIO LEANDRO CENTENORIO";"PSOL";"SP";0;0;"deputado federal"
960;"";"MARCIO GONÇALVES MACIEL";"MDB";"SP";0;0;"deputado federal"
961;"";"MARCIO LUIZ ALVINO DE SOUZA";"PL";"SP";0;0;"deputado federal"
962;"";"MARCIO CECCHETTINI";"PSDB";"SP";0;0;"deputado federal"
963;"";"MARCIO ROBERTO GARCIA LARRANHAGA";"PSC";"SP";0;0;"deputado federal"
964;"";"MARCIO RODRIGUES";"PODE";"SP";0;0;"deputado federal"
965;"";"MARCIONILIO CAMARGO DOS SANTOS";"PRTB";"SP";0;0;"deputado federal"
966;"";"MARCO ANTONIO DE SOUZA PINTO";"NOVO";"SP";0;0;"deputado federal"
967;"";"MARCO AURELIO BERTAIOLLI";"PSD";"SP";0;0;"deputado federal"
968;"";"MARCO ANTONIO BATISTA";"REDE";"SP";0;0;"deputado federal"
969;"";"MARCO ANTONIO FONTEBASSO";"PROS";"SP";0;0;"deputado federal"
970;"";"MARCOS DA COSTA";"AVANTE";"SP";0;0;"deputado federal"
971;"";"MARCOS DE BARROS GABRIEL";"AGIR";"SP";0;0;"deputado federal"
972;"";"MARCOS GUERRA";"UNIÃO";"SP";0;0;"deputado federal"
973;"";"MARCOS ANTONIO DE CARVALHO LUCAS";"NOVO";"SP";0;0;"deputado federal"
974;"";"MARCOS ANTONIO DE ARAUJO";"PSDB";"SP";0;0;"deputado federal"
975;"";"MARCOS ROBERTO DIAS DE OLIVEIRA";"PRTB";"SP";0;0;"deputado federal"
976;"";"MARCOS ANTONIO PALERMO";"MDB";"SP";0;0;"deputado federal"
977;"";"MARCOS ANDRÉ PAPA";"PODE";"SP";0;0;"deputado federal"
978;"";"MARCOS ANTONIO PEREIRA";"REPUBLICANOS";"SP";0;0;"deputado federal"
979;"";"MARCOS ESTEVÃO MARQUES SARAIVA";"MDB";"SP";0;0;"deputado federal"
980;"";"MARCUS VINICIUS DE ARAÚJO DANTAS";"PODE";"SP";0;0;"deputado federal"
981;"";"MARGARETE SÁ DOS REIS";"PL";"SP";0;0;"deputado federal"
982;"";"MARIANNE BORGES TAVELLI";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
983;"";"MARIA DA PAIXÃO PEREIRA COSTA";"PODE";"SP";0;0;"deputado federal"
984;"";"MARIA ELI FERNANDES DOS SANTOS MANIÇOBA";"PSOL";"SP";0;0;"deputado federal"
985;"";"MARIA ELISANGELA DE ARAÚJO";"PMN";"SP";0;0;"deputado federal"
986;"";"MARIA GIOVANA LUCHIARI PISONI DUARTE FORTUNATO";"PDT";"SP";0;0;"deputado federal"
987;"";"MARIA JOAQUINA DOS SANTOS";"PDT";"SP";0;0;"deputado federal"
988;"";"MARIA JOSE DE SOUZA";"PTB";"SP";0;0;"deputado federal"
989;"";"MARIA JOSÉ CUNHA";"PROS";"SP";0;0;"deputado federal"
990;"";"MARIA LÚCIA BRESSANE CRUZ";"AVANTE";"SP";0;0;"deputado federal"
991;"";"MARIA DE JESUS LOPES MARTINS SILVA";"PTB";"SP";0;0;"deputado federal"
992;"";"MARIA DO PARTO MENDES ROSAS";"REPUBLICANOS";"SP";0;0;"deputado federal"
993;"";"MARIANA FRAGOSO WATANABE";"PSTU";"SP";0;0;"deputado federal"
994;"";"MARIANA CERGOLI JANEIRO";"PT";"SP";0;0;"deputado federal"
995;"";"MARIANA CRISTINA PONTES PAPAIZ";"PROS";"SP";0;0;"deputado federal"
996;"";"MARILZA DE FATIMA RUFINO";"NOVO";"SP";0;0;"deputado federal"
997;"";"MARINA CORREIA DA SILVA";"PSDB";"SP";0;0;"deputado federal"
998;"";"MARINA HELENA CUNHA PEREIRA SANTOS";"NOVO";"SP";0;0;"deputado federal"
999;"";"MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA";"REDE";"SP";0;0;"deputado federal"
1000;"";"MÁRIO DE OLIVEIRA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1001;"";"IDÁRITONIO MARINHO DE JESUS";"PSB";"SP";0;0;"deputado federal"
1002;"";"MÁRIO COVAS NETO";"PODE";"SP";0;0;"deputado federal"
1003;"";"MARIO DONIZETE D ANDREA";"REDE";"SP";0;0;"deputado federal"
1004;"";"MARIO LUIS FRIAS";"PL";"SP";0;0;"deputado federal"
1005;"";"MARIO JOSE DE SOUZA";"AGIR";"SP";0;0;"deputado federal"
1006;"";"MARISTELA MACHADO LEITE GOMES";"DC";"SP";0;0;"deputado federal"
1007;"";"MARKS RODRIGO PINTIJA";"REDE";"SP";0;0;"deputado federal"
1008;"";"MARLENE MARIA RAMOS";"PATRIOTA";"SP";0;0;"deputado federal"
1009;"";"MARLI GOMES DO CARMO";"NOVO";"SP";0;0;"deputado federal"
1010;"";"MARLON FARIAS DA LUZ";"MDB";"SP";0;0;"deputado federal"
1011;"";"MARSCHELO RODRIGO MARIN MECHE";"PL";"SP";0;0;"deputado federal"
1012;"";"MARTA DIAS FELIX";"PDT";"SP";0;0;"deputado federal"
1013;"";"MARTA MARIA FERREIRA ARAÚJO";"AVANTE";"SP";0;0;"deputado federal"
1014;"";"MARTA CRISTINA LUCHI DE LIMA";"PROS";"SP";0;0;"deputado federal"
1015;"";"MARTA DE SOUZA SOBRAL";"PT";"SP";0;0;"deputado federal"
1016;"";"MARTHA VANIA LOPES IWASAKI";"PROS";"SP";0;0;"deputado federal"
1017;"";"MARTINHO CARLOS COLPANI FILHO";"PL";"SP";0;0;"deputado federal"
1018;"";"MARIA CONCEIÇÃO FRANCO DELFINO";"PMB";"SP";0;0;"deputado federal"
1019;"";"VALDIR ANTONIO MASSUCATO";"PATRIOTA";"SP";0;0;"deputado federal"
1020;"";"MATEUS OLIVEIRA MORO";"PT";"SP";0;0;"deputado federal"
1021;"";"MATHEUS GARCIA MOREIRA";"PROS";"SP";0;0;"deputado federal"
1022;"";"MATHEUS DE OLIVEIRA PINTO";"PL";"SP";0;0;"deputado federal"
1023;"";"MAURICIO CHINAGLIA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1024;"";"MAURICIO PEREIRA CARDOSO";"DC";"SP";0;0;"deputado federal"
1025;"";"MANOEL MAURICIO SILVA NEVES";"PP";"SP";0;0;"deputado federal"
1026;"";"MAURICIO RAPPA SANTOS";"NOVO";"SP";0;0;"deputado federal"
1027;"";"MAURREN HIGA MAGGI";"REPUBLICANOS";"SP";0;0;"deputado federal"
1028;"";"MAXWELL TEODORO MARIANEK ALVES";"PCB";"SP";0;0;"deputado federal"
1029;"";"MAXIMILIANO RODRIGUES";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1030;"";"MAYRA LARISSA COSTA MIRANDA";"UNIÃO";"SP";0;0;"deputado federal"
1031;"";"MARIO EDUARDO DE OLIVEIRA";"DC";"SP";0;0;"deputado federal"
1032;"";"DEJAIR DIAS DA SILVA";"PDT";"SP";0;0;"deputado federal"
1033;"";"MARCOS PARAÍSO DA SILVA";"PRTB";"SP";0;0;"deputado federal"
1034;"";"ADENILSON SILVA ALVES";"MDB";"SP";0;0;"deputado federal"
1035;"";"ALEXANDRE MANOEL LEME";"UNIÃO";"SP";0;0;"deputado federal"
1036;"";"MICHEL ARAUJO SILVA FIGUEREDO";"PATRIOTA";"SP";0;0;"deputado federal"
1037;"";"MICHELLI CASSIANA DA PAIXÃO";"PP";"SP";0;0;"deputado federal"
1038;"";"MIGUEL GOMES FERNANDES";"PMN";"SP";0;0;"deputado federal"
1039;"";"MIGUEL LOMBARDI";"PL";"SP";0;0;"deputado federal"
1040;"";"MILTON ANTONIO CASQUEL MONTI";"PSD";"SP";0;0;"deputado federal"
1041;"";"MILTON VIEIRA PINTO";"REPUBLICANOS";"SP";0;0;"deputado federal"
1042;"";"MIRANICE DOS SANTOS BARRETO";"PROS";"SP";0;0;"deputado federal"
1043;"";"VALDOMIRO SUTERIO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1044;"";"MARIA MIRTES LOPES DA SILVA CAMELO";"AGIR";"SP";0;0;"deputado federal"
1045;"";"ELIMARA LOTERIO DA SILVA DIAS";"PMN";"SP";0;0;"deputado federal"
1046;"";"JOSÉ MAURO SOUZA DA SILVA";"PMN";"SP";0;0;"deputado federal"
1047;"";"JOSÉ OLIMPIO SILVEIRA MORAES";"PL";"SP";0;0;"deputado federal"
1048;"";"MOACIR RODRIGUES FERNANDES";"AGIR";"SP";0;0;"deputado federal"
1049;"";"JOARLEY MOISES ALVES DOS SANTOS";"PTB";"SP";0;0;"deputado federal"
1050;"";"MÔNICA GABRIELA BUAVA DE FREITAS";"PV";"SP";0;0;"deputado federal"
1051;"";"MONICA APARECIDA CALAZANS";"PSDB";"SP";0;0;"deputado federal"
1052;"";"MONICA FERREIRA BITENCOURT DE ALMEIDA";"PSC";"SP";0;0;"deputado federal"
1053;"";"MONICA ROSENBERG BRAIZAT";"NOVO";"SP";0;0;"deputado federal"
1054;"";"MÔNICA APARECIDA DA SILVA SONTINI";"PSC";"SP";0;0;"deputado federal"
1055;"";"MÔNICA DE OLIVEIRA LOURENÇO VELOSO";"PDT";"SP";0;0;"deputado federal"
1056;"";"MONIQUE FERNANDES MACHADO";"DC";"SP";0;0;"deputado federal"
1057;"";"JOSÉ MARIO YAMASHITA";"PP";"SP";0;0;"deputado federal"
1058;"";"SERGIO RICARDO RIBEIRO DE OLIVEIRA";"PODE";"SP";0;0;"deputado federal"
1059;"";"LUIZ CARLOS MOTTA";"PL";"SP";0;0;"deputado federal"
1060;"";"MUNIR WAHHAB";"PTB";"SP";0;0;"deputado federal"
1061;"";"RICARDO MURILO COGHI";"UNIÃO";"SP";0;0;"deputado federal"
1062;"";"LINDINALVA DO CARMO LIMA";"PDT";"SP";0;0;"deputado federal"
1063;"";"FERNANDO PINHEIRO";"PL";"SP";0;0;"deputado federal"
1064;"";"INES NANY RODRIGUES DA SILVA";"UNIÃO";"SP";0;0;"deputado federal"
1065;"";"GREICE NAOMI YAMAGUCHI";"PROS";"SP";0;0;"deputado federal"
1066;"";"NATÁLIA ROBERTA MASSI SOLERA";"AVANTE";"SP";0;0;"deputado federal"
1067;"";"NATANAEL RODRIGUES DE PAULA";"AGIR";"SP";0;0;"deputado federal"
1068;"";"ROSNAY LUCAS BERNARDES";"PROS";"SP";0;0;"deputado federal"
1069;"";"NAZARÉ BATISTA BRAGA";"PSB";"SP";0;0;"deputado federal"
1070;"";"NEFI ANTONIO CASTRO TALES";"PTB";"SP";0;0;"deputado federal"
1071;"";"ELISANGELA VIEIRA FERREIRA";"PATRIOTA";"SP";0;0;"deputado federal"
1072;"";"JACKSON HENRIQUE DE SOUZA";"PATRIOTA";"SP";0;0;"deputado federal"
1073;"";"SIVONEI DOS SANTOS CORREIA";"PMN";"SP";0;0;"deputado federal"
1074;"";"LUCINEIA FERREIRA SANTOS COSTA";"PDT";"SP";0;0;"deputado federal"
1075;"";"SIONEIA APARECIDA DE MELLO";"AGIR";"SP";0;0;"deputado federal"
1076;"";"LUSINEIDE NEVES BARRETO";"UNIÃO";"SP";0;0;"deputado federal"
1077;"";"NEMIAS DA SILVA MOREIRA";"PMB";"SP";0;0;"deputado federal"
1078;"";"OSWALDO MARQUES CERA FILHO";"PP";"SP";0;0;"deputado federal"
1079;"";"MARIA DAS GRAÇAS PATRÍCIO";"PSC";"SP";0;0;"deputado federal"
1080;"";"NERIA LUCIO BUZATTO";"UNIÃO";"SP";0;0;"deputado federal"
1081;"";"IRINEU APARECIDO ORTOLANI";"PROS";"SP";0;0;"deputado federal"
1082;"";"NEUSA ANTONIA PERINO";"PROS";"SP";0;0;"deputado federal"
1083;"";"NEZIO ANTONIO MONTEIRO FILHO";"PROS";"SP";0;0;"deputado federal"
1084;"";"NILSON BONOME";"UNIÃO";"SP";0;0;"deputado federal"
1085;"";"NILSON ULLRICH";"PSC";"SP";0;0;"deputado federal"
1086;"";"NILTO IGNÁCIO TATTO";"PT";"SP";0;0;"deputado federal"
1087;"";"NILZA MARIA DE JESUS NOGUEIRA";"PROS";"SP";0;0;"deputado federal"
1088;"";"ORLANDO MENGATTI FILHO";"PSB";"SP";0;0;"deputado federal"
1089;"";"NOILTON SILVESTRE RAMOS";"PATRIOTA";"SP";0;0;"deputado federal"
1090;"";"NORMA ELIZA HIROKO OTANI MORATO";"AVANTE";"SP";0;0;"deputado federal"
1091;"";"NORMANDO COSTA DE ANDRADE FILHO";"PSB";"SP";0;0;"deputado federal"
1092;"";"ADEMIR CREPALDI";"PRTB";"SP";0;0;"deputado federal"
1093;"";"WALTER JOSÉ DOS SANTOS";"PSB";"SP";0;0;"deputado federal"
1094;"";"ODECIO BRAGA DE LOUREDO FILHO";"UNIÃO";"SP";0;0;"deputado federal"
1095;"";"ODILIA EXPEDITA DE SOUSA";"PSC";"SP";0;0;"deputado federal"
1096;"";"ODILON VIANA DA SILVA";"DC";"SP";0;0;"deputado federal"
1097;"";"GONZAGA MENDES DE OLIVEIRA";"AGIR";"SP";0;0;"deputado federal"
1098;"";"ORLANDO GALATI";"PTB";"SP";0;0;"deputado federal"
1099;"";"ORLANDO JOSE LIMA MOREIRA";"PSC";"SP";0;0;"deputado federal"
1100;"";"ORLANDO SILVA DE JESUS JUNIOR";"PC do B";"SP";0;0;"deputado federal"
1101;"";"ORLANDO VITORIANO DE OLIVEIRA";"PT";"SP";0;0;"deputado federal"
1102;"";"OSMAR DELLA PASCHOA JUNIOR";"PMB";"SP";0;0;"deputado federal"
1103;"";"PABLO HENRIQUE COSTA MARÇAL";"PROS";"SP";0;0;"deputado federal"
1104;"";"JOSÉ AFONSO LOBATO";"PODE";"SP";0;0;"deputado federal"
1105;"";"AIRTON DOS SANTOS";"PP";"SP";0;0;"deputado federal"
1106;"";"JOSÉ ANTONIO FERNANDES PAIVA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1107;"";"SEBASTIAO FARIAS PAIVA";"PDT";"SP";0;0;"deputado federal"
1108;"";"MARCELO ROBERTO PAOLILLO MARTINS";"PROS";"SP";0;0;"deputado federal"
1109;"";"PASCOAL SOUZA SILVA";"PP";"SP";0;0;"deputado federal"
1110;"";"ABRAÃO GONÇALVES";"PRTB";"SP";0;0;"deputado federal"
1111;"";"AMARO MACHADO SOARES NETO";"PMN";"SP";0;0;"deputado federal"
1112;"";"ANTÔNIO JOSÉ GERALDO";"PSC";"SP";0;0;"deputado federal"
1113;"";"JOAQUIM TOMAZ DOS SANTOS";"PSC";"SP";0;0;"deputado federal"
1114;"";"JOSE RIBEIRO DE MELO";"PROS";"SP";0;0;"deputado federal"
1115;"";"MARCEL DE JESUS GARCIA";"MDB";"SP";0;0;"deputado federal"
1116;"";"MARCELO CANDIDO LOPES SIMÕES";"PSC";"SP";0;0;"deputado federal"
1117;"";"MARCO ANTONIO FELICIANO";"PL";"SP";0;0;"deputado federal"
1118;"";"PAULO MARCIO LIMA DE OLIVEIRA";"MDB";"SP";0;0;"deputado federal"
1119;"";"PAULO MARCELO SCHALLENBERGER";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1120;"";"RICARDO LIMA BRAGA SANTISTEVAN";"PODE";"SP";0;0;"deputado federal"
1121;"";"RICARDO DA SILVA SAIBRO";"UNIÃO";"SP";0;0;"deputado federal"
1122;"";"ROBSON LIMA DE OLIVEIRA";"PSC";"SP";0;0;"deputado federal"
1123;"";"RONALDO RESENDE DA SILVA";"AVANTE";"SP";0;0;"deputado federal"
1124;"";"ANA SILVIA GOES DE SOUZA";"PL";"SP";0;0;"deputado federal"
1125;"";"MARIA APARECIDA DE SOUZA MARQUES";"PMN";"SP";0;0;"deputado federal"
1126;"";"DAGMAR PEREIRA DE SOUZA MOITINHO DE LIMA CRUZ";"AGIR";"SP";0;0;"deputado federal"
1127;"";"PATRICIA SANT'ANA BORGES";"PL";"SP";0;0;"deputado federal"
1128;"";"PATRÍCIA MARIA DA SILVA";"PATRIOTA";"SP";0;0;"deputado federal"
1129;"";"PATRÍCIA MORA D'AVILA";"PMN";"SP";0;0;"deputado federal"
1130;"";"PATRÍCIA SIMÕES VEDRANO";"PV";"SP";0;0;"deputado federal"
1131;"";"PATRICIA SILVA ZANELLA";"REDE";"SP";0;0;"deputado federal"
1132;"";"MARIA PAULA BARROS DE OLIVEIRA";"DC";"SP";0;0;"deputado federal"
1133;"";"PAULA FURTADO BRUM";"PP";"SP";0;0;"deputado federal"
1134;"";"ANA PAULA TOSIN";"PSC";"SP";0;0;"deputado federal"
1135;"";"PAULO APARECIDO SILVA CAYRES";"PT";"SP";0;0;"deputado federal"
1136;"";"ANA PAULA JOSÉ EMÍDIO DA SILVA";"PSC";"SP";0;0;"deputado federal"
1137;"";"PAULO PEREIRA DA SILVA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1138;"";"PAULO SERGIO SOARES DA SILVA";"UNIÃO";"SP";0;0;"deputado federal"
1139;"";"PAULO EDUARDO BRAZILINO";"NOVO";"SP";0;0;"deputado federal"
1140;"";"PAULO ROBERTO AMARAL VIEIRA";"PODE";"SP";0;0;"deputado federal"
1141;"";"PAULO ROBERTO DE ABREU";"PMN";"SP";0;0;"deputado federal"
1142;"";"PAULO ALEXANDRE PEREIRA BARBOSA";"PSDB";"SP";0;0;"deputado federal"
1143;"";"PAULO ATAÍDE ARAÚJO DE SOUSA";"PMN";"SP";0;0;"deputado federal"
1144;"";"PAULO BEZERRA DE MELO";"PCO";"SP";0;0;"deputado federal"
1145;"";"PAULO ROBERTO DE CAMPOS";"PODE";"SP";0;0;"deputado federal"
1146;"";"PAULO CEZAR DA SILVA MOURA";"AVANTE";"SP";0;0;"deputado federal"
1147;"";"PAULO EDUARDO DE PAULA";"AGIR";"SP";0;0;"deputado federal"
1148;"";"PAULO ROBERTO FREIRE DA COSTA";"PL";"SP";0;0;"deputado federal"
1149;"";"PAULO GUILHERMINO DE ARAUJO";"PMB";"SP";0;0;"deputado federal"
1150;"";"PAULO FRANCISCO PERES LUCAS";"PSC";"SP";0;0;"deputado federal"
1151;"";"PAULO PROIETI";"NOVO";"SP";0;0;"deputado federal"
1152;"";"PAULO ROMEIRO DE ALMEIDA SOARES";"PODE";"SP";0;0;"deputado federal"
1153;"";"LUIZ PAULO TEIXEIRA FERREIRA";"PT";"SP";0;0;"deputado federal"
1154;"";"PEDRO MAURÍCIO PEREIRA";"PDT";"SP";0;0;"deputado federal"
1155;"";"PEDRO AUGUSTO LIA TEDDE";"NOVO";"SP";0;0;"deputado federal"
1156;"";"PEDRO TOURINHO DE SIQUEIRA";"PT";"SP";0;0;"deputado federal"
1157;"";"PEDRO TADEU BATISTA";"PSD";"SP";0;0;"deputado federal"
1158;"";"PEDRO LUIS VAZ DE LIMA MATTOS";"NOVO";"SP";0;0;"deputado federal"
1159;"";"JORGE LUIS LEPINSK";"MDB";"SP";0;0;"deputado federal"
1160;"";"JOSÉ ADILSON PEREIRA DOS SANTOS";"PSC";"SP";0;0;"deputado federal"
1161;"";"CLAUDIO PERESSIM";"PATRIOTA";"SP";0;0;"deputado federal"
1162;"";"JOSÉ RIBAMAR PIAUILINO DE SOUSA";"PV";"SP";0;0;"deputado federal"
1163;"";"DIENES PEREIRA DE SOUZA";"PRTB";"SP";0;0;"deputado federal"
1164;"";"PIERPAOLO PAGANO";"REPUBLICANOS";"SP";0;0;"deputado federal"
1165;"";"CRISTIANE IGNACIO ISIDORO BRAZ";"PL";"SP";0;0;"deputado federal"
1166;"";"EDJANE LIMA DE AZEVEDO";"PROS";"SP";0;0;"deputado federal"
1167;"";"KATIA DA SILVA SASTRE";"PL";"SP";0;0;"deputado federal"
1168;"";"RENATO ARAUJO DA CRUZ";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
1169;"";"POLLYANA FATIMA GAMA SANTOS";"CIDADANIA";"SP";0;0;"deputado federal"
1170;"";"JOSE EDSON DE ARAUJO JUNIOR";"PSC";"SP";0;0;"deputado federal"
1171;"";"JOSÉ EDMILSON FERREIRA DOS SANTOS";"AVANTE";"SP";0;0;"deputado federal"
1172;"";"EMERSON APARECIDO DOS SANTOS";"REPUBLICANOS";"SP";0;0;"deputado federal"
1173;"";"NIVALDO DOS SANTOS";"REPUBLICANOS";"SP";0;0;"deputado federal"
1174;"";"PAULO PRADO LEITE";"PSC";"SP";0;0;"deputado federal"
1175;"";"CLAUDIA NERYS DE OLIVEIRA";"PSC";"SP";0;0;"deputado federal"
1176;"";"ROSENILDA APARECIDA DA SILVA CRUZ";"PSB";"SP";0;0;"deputado federal"
1177;"";"OSMAR BENEDITO PRIANTE";"PTB";"SP";0;0;"deputado federal"
1178;"";"DOUGLAS VIEIRA PRIMO";"NOVO";"SP";0;0;"deputado federal"
1179;"";"PRISCILA FERNANDES HOLANDA";"PRTB";"SP";0;0;"deputado federal"
1180;"";"PRISCILA SILVA SOUZA";"PODE";"SP";0;0;"deputado federal"
1181;"";"PRISCILLA ROBERTA GASPAR DE OLIVEIRA";"PSC";"SP";0;0;"deputado federal"
1182;"";"ANA LUIZA HATIKIAN NEGRAO PASSOS";"NOVO";"SP";0;0;"deputado federal"
1183;"";"MARIA CONCEIÇÃO DE OLIVEIRA SOUZA BARCELETE";"AVANTE";"SP";0;0;"deputado federal"
1184;"";"ODAIR JOSÉ DE JESUS";"AVANTE";"SP";0;0;"deputado federal"
1185;"";"FÁTIMA MAGALHÃES DE OLIVEIRA";"AVANTE";"SP";0;0;"deputado federal"
1186;"";"JACQUELINE MOREIRA DOS SANTOS ALMEIDA";"AVANTE";"SP";0;0;"deputado federal"
1187;"";"JOSÉ LUIZ SILVEIRA FILHO";"PSC";"SP";0;0;"deputado federal"
1188;"";"PAULA APARECIDA CARVALHO";"PSOL";"SP";0;0;"deputado federal"
